url_code,time_utc,type,caption,likes,comments
CyGThNENGgu,2023-10-07 13:01:13,GraphImage,"AT&T and Gallaudet University have developed a football helmet for players who are deaf or hard of hearing and communicate using American Sign Language.

It allows a coach to call a play on a tablet from the sideline that then shows up visually on a small display screen inside the quarterback’s helmet. Gallaudet, which competes in Division III, was cleared by the NCAA to use the helmet in its game on Saturday at home against Hilbert.

Gallaudet coach Chuck Goldstein said he thinks the helmet “will change football.”

“We work out the same way as every other college football program, we practice the same way, we compete the same way,” Goldstein said. “The difference between coaching a hearing team compared to a deaf team is first the communication.”

Read more at the link in bio.",6583,35
CyEzgVKydzK,2023-10-06 23:02:15,GraphImage,"Michael Benz, a former Trump State Department official whose work has been cited in congressional hearings and promoted by Elon Musk, has become a go-to voice for Republican criticism of government and social media censorship in the past year.

But before his stints in government and as a pundit, Benz appears to have been a pseudonymous alt-right content creator who courted and interacted with white nationalists and posted videos espousing racist conspiracy theories, according to recordings, livestreams and blog posts reviewed by @NBCNews.

Read more at the link in our bio.",3683,605
CyErAfDy5bD,2023-10-06 21:48:00,GraphImage,"A decade ago, Simone Biles won her first world title in Antwerp, Belgium, at age 16. On Friday, in the city where it all began, she won her sixth, becoming the first female gymnast in history to do so.

Biles now has 34 medals in total: 27 world championship medals — 21 of which are gold — and seven Olympic medals.

For the first time in the history of the sport, the world all-around podium was comprised of three Black gymnasts.

Read more at the link in our bio.",15398,124
CyEUmv4LC2R,2023-10-06 18:32:14,GraphImage,"Drake announced that he'll be taking a break from music, for ""maybe a year or so,"" due to stomach problems the hip-hop star says he's been suffering from for years.

During the Friday episode of his radio show, ""Table For One,” the Canadian rapper said he needs to focus on his health issues.

""I got some other things I need to do for some other people that I made promises to but I probably won’t make music for a little bit, I’m gonna be real with you,"" he said.

“I need to get right, I have a lot of other things that I would love to focus on,"" he said. ""So I’ma lock the door on the studio for a little bit, I don’t even know what a little bit is. Maybe a year or so, maybe a little longer.”

Read more at the link in bio. 

📷️ Joseph Okpako / WireImage",9269,217
CyEAHyvLnis,2023-10-06 15:33:26,GraphVideo,"A 104-year-old woman hopes to become a world record holder for oldest skydiver after jumping 13,500-feet from an airplane.",4143,68
CyD2dsXMXbX,2023-10-06 14:08:51,GraphImage,"To own a car in Singapore, a buyer must bid for a certificate that now costs $106,000, as a post-pandemic recovery has driven up the cost of the city-state’s vehicle quota system to all-time highs.

Singapore has a 10-year “certificate of entitlement” (COE) system, introduced in 1990, to control the number of vehicles in the small country, which is home to 5.9 million people and can be driven across in less than an hour.

Including COE, registration fees and taxes, a new standard Toyota Camry Hybrid currently costs $183,000 in Singapore, compared with $28,855 in the U.S. The cost of buying that Camry in Singapore is about double the price of a small, government-subsidised flat in the country.

Read more at the link in bio.",2602,61
CyDqhosNU57,2023-10-06 12:24:30,GraphImage,"Jailed Iranian human rights activist Narges Mohammadi has won the Nobel Peace Prize for fighting against women’s oppression in Iran and advocating for human rights.

Berit Reiss-Andersen, head of the Norwegian Nobel Committee, said in a news conference in Oslo that ""her brave struggle has come with tremendous personal cost."" 

“Altogether, the regime has arrested her 13 times, convicted her five times and sentenced her to a total of 31 years in prison and 154 lashes,” Reiss-Andersen said.

Read more at the link in the bio.",5297,115
CyCEhxxL0LN,2023-10-05 21:33:25,GraphVideo,"A New Jersey man faces multiple charges after deliberately crashing his car into a home, and then a police station, officials say.",16892,871
CyB9bWQL1S5,2023-10-05 20:31:13,GraphImage,"Many people online are worried about sleeping tight after recent news of a bedbug infestation in Paris. But exterminators — some who have built large followings online for their pest advice — say bedbugs have been, and always will be, around.

Heightened bedbug fears permeated TikTok this week as U.S. influencers began flying home from Paris Fashion Week, which ended Tuesday. 

Bedbugs are “hitchhikers” that latch onto fabric and wood, which is often how they get into homes, according to Jossue Rivas, an exterminator. 

On average, it takes three months for people to notice they have an infestation, he said. Bedbug eggs and nymphs can be too small to initially notice.

Their small and narrow bodies enable them to squeeze into tiny spots, like the seams of a mattress or couch and the folds of curtains.

Read more at the link in bio.",3262,128
CyBsJoNLO3B,2023-10-05 18:00:15,GraphImage,"As part of a series on slavery and America’s political elite, Reuters found that a fifth of U.S. congressmen, living presidents, Supreme Court justices and governors have direct ancestors who enslaved Black people.

Among them is U.S. congressman Rep. Brett Guthrie of Kentucky. One woman recently learned he is a direct descendant of the people who enslaved her ancestors.

Read more at the link in bio.",5986,883
CyBh2kPtDZi,2023-10-05 16:30:26,GraphVideo,This video allegedly shows an incident on a subway in Iran that left 16-year-old Armita Geravand hospitalized and has fueled a new wave of outrage against the country's morality police.,5773,308
CyBcWyFL5EK,2023-10-05 15:42:21,GraphVideo,"Bedbugs are infesting every corner of Paris, and fear of them spreading beyond the city is growing amid Paris Fashion Week travel.",7284,527
CyBYnU5rWzD,2023-10-05 15:09:33,GraphImage,"Emaza Gibson thought when she signed a deal with Jason Derulo her dreams were coming true, but she alleges a nightmare awaited her instead.

In a lawsuit, Gibson alleges that Derulo turned cold after she rejected his sexual advances and repeated invitations to dine and drink alcohol and that he eventually dropped her deal altogether. She accuses Derulo of quid pro quo sexual harassment. 

A representative for Derulo did not immediately respond to a request for comment. 

""I’m at this point in my life right now, it’s very heartbreaking,” Gibson told NBC News. “I have anxiety; I’m traumatized. I’ve dealt with inhumane work situations. … I’m at this point where I’m back to zero and I have nothing.” 

Read more at the link in bio.",6447,394
CyBQzxXL2FP,2023-10-05 14:01:20,GraphImage,"A teenage girl has been hospitalized in Iran after an incident on public transport that has fueled a new wave of outrage and accusations against the country's morality police a year after unrest swept the country.

16-year-old Armita Geravand suffered a ""severe physical assault"" at the hands of government agents Sunday for allegedly violating the country's strict Islamic dress code, according to a prominent Kurdish rights group.

Authorities speaking to state-run media have denied the allegations of any physical altercation and say Geravand fainted after a drop in blood pressure.

Read more at the link in bio.",4365,352
Cx_fnPEM52U,2023-10-04 21:32:13,GraphImage,"A group of former U.S. citizens has filed a class-action lawsuit to get a refund for the fees paid to renounce their citizenship. 

It marks a new stage in a yearslong battle by “accidental Americans” — U.S. citizens who neither live in the country nor have any real ties to it but must still pay taxes to Uncle Sam — to reduce the costs they face.

Unlike most countries, the U.S. imposes a citizenship-based taxation system, irrespective of where a person lives or works.

The $2,350 that Rachel Heller paid to renounce her citizenship years ago was almost equivalent to her monthly salary. The State Department announced Monday it would be dropping the fee back down to $450, the amount it used to charge until 2014. Heller, a Netherlands resident, wants a refund of the difference.

“It felt like a divorce, but it was by somebody you love but someone who’s not good for you,” she said.

Read more at the link in bio.",5097,205
Cx_Y3G8LYbA,2023-10-04 20:33:13,GraphImage,"The additional relief, set to help about 125,000 Americans, brings the Biden administration’s total approved debt cancellation to $127 billion for nearly 3.6 million Americans, Biden said.

The newly approved $9 billion includes $5.2 billion in additional debt relief for 53,000 beneficiaries of the Public Service Loan Forgiveness program, a statement said.

The new funds also include nearly $2.8 billion for about 51,000 borrowers on income-based repayment plans who made 20 years or more on payments, but “never got the relief they were entitled to,” the release said. 

Another $1.2 billion will go to an estimated 22,000 borrowers who have a total or permanent disability, the statement said. 

Read more at the link in bio.",8264,509
Cx_QFtNuv8J,2023-10-04 19:17:31,GraphVideo,"School board candidates in 3 Texas districts have passed policies that restrict lessons on race, gender and sexuality. Antonia Hylton spoke with students and a former teacher who worry the church is creeping into schools.

Listen to “Grapevine” wherever you get your podcasts.",1315,217
Cx_H087rysE,2023-10-04 18:04:32,GraphVideo,"Five people were wounded in a shooting on the campus of Morgan State University in Baltimore, Maryland, officials say.",2232,147
Cx87d1MLHt_,2023-10-03 21:37:53,GraphSidecar,"The House of Representatives on Tuesday took the unprecedented step of ousting a speaker from office, nearly nine months after Kevin McCarthy won the powerful gavel in a dramatic 15-round floor fight.

All 208 Democrats teamed up with just eight GOP rebels to vacate the speaker’s chair — the first time in U.S. history that lawmakers have formally voted to remove a sitting speaker in the middle of a term.

Here are some Republicans to watch — as speaker candidates or influencers in the battles.

Read more at the link in bio.",3840,496
Cx81yvFP9AG,2023-10-03 20:48:18,GraphImage,"Speaker Kevin McCarthy is ousted in a vote pushed by conservatives, marking the first time in U.S. history that a speaker has been voted out of office.

McCarthy is expected to be replaced on a temporary basis by a designated lieutenant, but it is unclear who that is and when the House might hold another election to replace him permanently. 

Read more at the link in bio.",13873,929
Cx8eq9muEgr,2023-10-03 17:26:35,GraphVideo,"The family of Charlotte Sena, the 9-year-old girl who went #missing in upstate #NewYork, celebrates her being #found alive after 48 hours.",5717,86
Cx6WiG2Lx-m,2023-10-02 21:36:40,GraphSidecar,"A New York judge ruled in the state attorney general’s $250 million lawsuit against Trump and his company last week that the former president committed repeated acts of fraud for years.

According to the ruling, which allowed the civil trial to begin this week, Trump lied to banks and insurers by both overvaluing and undervaluing his assets when it was to his benefit, while exaggerating his net worth to the tune of billions of dollars.

In her lawsuit against Trump and his company, AG Letitia James alleges the former president issued fraudulent statements that falsely inflated the value of almost two dozen properties and assets owned by him and the Trump Organization.

Read more at the link in bio.",5935,1111
Cx5_lq1rH6y,2023-10-02 18:16:11,GraphSidecar,"If you’re pregnant in Bonner County, Idaho, you’ll likely spend a lot of time on Route 95. 

Bonner General Health discontinued obstetrics, labor and delivery services this year. So for residents, Route 95 is the way to the closest in-state hospital with obstetrics care, which is at least an hour’s drive south — or longer in the snowy winter.

The hospital, which staffed the county’s only OB-GYNs, cited the state’s “legal and political climate” as one of the reasons it shuttered the department. Abortion has been banned in Idaho, with few exceptions, since August 2022.

The situation has left mothers-to-be in Bonner County to contend with an unexpected consequence of their state’s abortion policy: reduced access to medical care for women whose pregnancies are very much wanted. 

Read more at the link in bio. 

@malbaughphoto for @NBCNews",2626,261
Cx5q3m5MqXZ,2023-10-02 15:15:07,GraphImage,"Get ready, Beyhive: Beyoncé just revealed that a movie based on her “Renaissance World Tour” will hit theaters in December.

“‘Renaissance: A Film By Beyoncé’ accentuates the journey of ‘Renaissance World Tour,’ from its inception to the opening show in Stockholm, Sweden, to the grand finale in Kansas City, Missouri,” reads a press release about the film. 

“It is about Beyoncé’s intention, hard work, involvement in every aspect of the production, her creative mind and purpose to create her legacy, and master her craft.”

Read more at the link in bio.",4256,93
Cx5kteHMGws,2023-10-02 14:21:19,GraphImage,"A $250 million fraud lawsuit brought by New York Attorney General Letitia James against former President  Trump, his company and his two adult sons is set to go to civil trial today.

The case, which could last almost three months, will be decided by Judge Arthur Engoron.

Trump is accused of misrepresenting his net worth to the tune of billions. He said he plans to appear in court today ""to fight for my name and reputation.""

Speaking to reporters ahead of the trial, James said that ""no one is above the law.""

Get live updates at the link in bio.

📷️ Seth Wenig / AP",6287,844
Cx4JPDUtxdN,2023-10-02 01:01:59,GraphImage,"Taylor Swift, Ryan Reynolds and Sophie Turner are in attendance at tonight’s game between the Kansas City Chiefs and the New York Jets at MetLife Stadium.

""Hi Swifties, we’ll be with you all night,"" announcer Mike Tirico said at the start of the broadcast, signaling that the pop superstar's attendance would play a major part in the telecast.

Get live updates at the link in bio.

📷️ Elsa / @gettyimages",34061,612
Cx3tjPtLasE,2023-10-01 21:00:04,GraphImage,"In the past four decades, the government has shut down 20 times.

Some shutdowns in the 1970s lasted more than a week, but subsequent ones were pretty short until 1995, when President Bill Clinton faced off against a Republican House and Senate that led to two shutdowns for a total of 26 days.

Read more at the link in bio.",3781,189
Cx3SG5dr-CO,2023-10-01 17:00:16,GraphSidecar,"Tens of millions of Americans with federal student loan debt have had a financial reprieve for more than three years as a pandemic-era repayment pause was extended multiple times since March 2020.

Now many face a new reality on Sunday, Oct. 1, when they are due to resume making payments, all while struggling with nagging inflation and rising interest rates.

More than 45 million borrowers together owe approximately $1.6 trillion, according to President Biden's administration, which tried to cancel up to $20,000 in student debt for tens of millions of eligible borrowers, only to have the Supreme Court kill the program in June.

Read more at the link in bio.",3906,851
Cx1lEGEtPil,2023-10-01 01:07:27,GraphImage,"The Senate passes a funding bill through Nov. 17, temporarily avoiding a devastating government shutdown that was set to begin after midnight.

President Biden is expected to sign the bill into law, buying Congress more time to figure out funding bills to try to avoid another crisis when this spending authority runs out.

Read more at the link in our bio.",8384,244
