url_code,time_utc,type,caption,likes,comments
CygJRP8rkWB,2023-10-17 13:51:52,GraphSidecar,"Told they could escape Gaza, scores of people with foreign passports gathered on Monday at the only border crossing into Egypt, only to find it still closed, as diplomatic efforts floundered.

“Are we never getting out of here???” Lena Beseiso, 57, an American stuck near the crossing, wrote in a text message to a reporter. It was the second time in seven days that she and her family had gone to the border crossing, in the city of Rafah, in hopes of escaping ahead of a threatened Israeli invasion of Gaza.

The confusion in Rafah is just one strand of the chaos that has engulfed Gaza since Israel imposed a total blockade and launched retaliatory airstrikes in the aftermath of the Oct. 7 attack by Hamas that killed more than 1,400 people in Israel. 

Tap the link in our bio to read more from the border and to get the latest updates on the war. Photos by @samarabuelouf",23980,2119
Cyf7uysLAsp,2023-10-17 11:53:34,GraphSidecar,"This past meteorological summer (June through August) was the Northern Hemisphere’s warmest on record. The new high was also the largest annual increase in global average temperatures, compared with the same period in previous years, according to multiple institutions. 

In many regions, the heat arrived, and stayed, stifling some cities for weeks on end. This September was also the hottest on record globally, according to a report. 

Tap the link in our bio to read the record-setting heat around the world.",11737,252
CyevZ0gpen2,2023-10-17 00:46:37,GraphSidecar,"Family and friends gathered in a Chicago suburb on Monday to mourn the death of Wadea Al-Fayoume, the boy stabbed to death over the weekend in an attack motivated by hate for Muslims and the fighting in Israel and Gaza.

The crowd appeared to number in the thousands in Bridgeview, Illinois, where the family of Wadea, 6, remembered him at a funeral. His parents’ homeland is Palestine. Oday Al-Fayoume, Wadea’s father, knelt beside his son’s grave (photo 3) as supporters held his shoulders. A short drive away from the mosque where the service was held, Wadea’s 71-year-old landlord, Joseph Czuba, was making his initial appearance in court. He has been charged with murder and hate crimes. Officials in Illinois and Washington have issued statements condemning the attack. 

Tap the link in our bio to read more about Wadea, his death and the funeral. Photos by @jaymiey",76191,2208
Cyem6H_LVBh,2023-10-16 23:34:14,GraphVideo,"Stuck at Gaza’s Border With Egypt

Scores of people waited on the Gaza side of the Rafah border crossing with Egypt on Monday, hoping for a deal that would allow foreign citizens to cross.

Sitting in a car near the locked gates, Haneen Okal showed her U.S. passport. She said she had been visiting the Gaza Strip with her three children, including a newborn.

“They’ve never visited Gaza in their lives,” Okal said. “And — if you can imagine — the first time they visit, this war happens.”

Video by @solimanhijjy, @neilacollier, Ainara Tiefenthäler and Sarah Kerr for The New York Times",47551,4703
CyeZO8ySaeX,2023-10-16 21:32:53,GraphSidecar,"Families of those captured or missing because of Hamas’s attack on Israel are experiencing the unbearable anguish of being in the middle of the world’s most complicated hostage crisis in recent memory.

On Monday, the number of publicly known hostages increased to almost 200, up from the 150 that had been spoken of since the beginning of the conflict. Experts say that Hamas has most likely locked them up in a warren of underground tunnels in the Gaza Strip, as the Israeli Air Force bombards the territory and the army prepares to invade. 

Tap the link in our bio to read the accounts of families whose loved ones were captured or missing in the Hamas attack on Israel. Photos by @tamirhasacellphone",106246,9197
CyeQEzpul1n,2023-10-16 20:12:52,GraphSidecar,"Over a week since two powerful earthquakes struck Afghanistan, Noor Ahmad didn’t know where else to look for his 5-year-old son, Sardar.

Ahmad scoured the district for his family. He dug under the rubble that was once their home. He combed through the trauma rooms in the regional hospital. He searched every body bag at the morgue, twice.

He found his wife and his five young daughters — all crushed to death. But Sardar was nowhere to be found. Now, Ahmad, 40, is torn between the incomprehensible pain of losing his family and the tiny spark of hope that somewhere, somehow, his son might still be alive.

Sardar is one of hundreds of people who are still missing after the quakes, the deadliest in Afghanistan in decades, which killed roughly 1,300 people and injured 1,700 more.

Step inside Ahmad’s devastating journey to find his missing son at the link in our bio. Photos by @victorblue",14890,345
CyeIHjmu2H7,2023-10-16 19:03:20,GraphSidecar,"A younger generation of Asian Americans in Chinatown are fighting to keep the neighborhood’s history and culture alive.

As the character of other quarters in Manhattan has started to change, Chinatown has remained recognizably Chinatown. But whose Chinatown? A number of young Asian Americans are choosing to anchor themselves in the neighborhood, a reversal of traditional patterns of assimilation, in which the children of immigrants tend to leave crowded, urban ethnic enclaves for the expansiveness of suburbia. Some have family here. Others are newcomers. Many are here to feel at one with their surroundings; to be able to melt into the crowd.

Tap the link in our bio to read more about the shop owner, fashion designer, filmmaker and others who are revitalizing Chinatown. Written by @ligayamishan. Photos by David Chow (@davidchowing).",24759,214
CyeBtSOJJLq,2023-10-16 18:08:10,GraphImage,"Judge Tanya Chutkan on Monday barred Donald Trump from publicly attacking witnesses, prosecutors or court staff involved in the federal criminal case in which he stands accused of conspiring to overturn the 2020 election.

Trump’s freedom of speech rights do not permit him “to launch a pre-trial smear campaign” against those people, Chutkan said. “No other defendant would be allowed to do so, and I’m not going to allow it in this case.”

But the order left Trump free as he pursues his presidential campaign to continue disparaging the Justice Department and President Biden — and even to assert that he believed his prosecution was politically motivated. Chutkan also apparently left Trump free to attack her.

We’ve got the latest updates on Trump’s federal election case at the link in our bio.",13929,801
Cyd14XGL1zq,2023-10-16 16:23:58,GraphSidecar,"In more than a dozen interviews, young Jewish Americans, many in their teens or 20s, described their experiences in the week since Hamas launched an attack on Israel, killing more than 1,300 people, including an estimated 260 at a music festival.

They spoke of fear and shock, solidarity and helplessness, a newfound bond with some friends and an estrangement from others. Like many young people, they are still sorting out how they see the world, and what might have felt certain a week ago — about friends, values and identity — has been upended by the events in Israel and Gaza.

Tap the link in our bio to read more about how young Jewish Americans are feeling in the aftermath of the attack by Hamas and to get the latest updates on the war. Photos by @callakessler, @moniquejaques, @maddiemcgarvey, @seanpressley_ and @karstenmoran",55081,4159
CydwcQLrNyX,2023-10-16 15:39:08,GraphVideo,"Kibbutz Massacre Survivors Recount Hamas Attack

“It was my worst nightmare that terrorist people will go in the kibbutz,” Koren Hazut, a survivor of  the Hamas attack on the Nir Oz kibbutz said. “But in my worst nightmares, I never imagined it can be so bad and so cruel.” On Oct. 7, Nir Oz, located two kilometers from the Israel-Gaza border, was the site of a brutal massacre by Hamas assailants. Three survivors tell the New York Times how they lived through it.

Video by David Blumenfeld, Carmit Hoomash, Alexandra Eaton, Noah Throop and Natalie Reneau for The New York Times",41679,6981
CydnlNCsUYL,2023-10-16 14:25:00,GraphImage,"The authorities in suburban Chicago accused a man of fatally stabbing a 6-year-old boy on Saturday and seriously wounding the boy’s mother because they were Muslim, an attack that officials tied to the violence in Israel and Gaza.

The killing in Illinois alarmed Muslim leaders, who called on American politicians and journalists to more fully reflect the humanity of Palestinian people as they address the conflict overseas.

The boy, identified as Wadea Al-Fayoume by a family member and the Council on American-Islamic Relations, was stabbed 26 times and pronounced dead at a hospital, according to the sheriff’s office. The boy’s mother, 32, was in serious condition with more than a dozen stab wounds, officials said. Officials said she ran into a bathroom and continued fighting off the attacker as she dialed 911. Relatives said the family is Palestinian American.

Read what we know about the attack at the link in our bio.",53671,2532
CydlD-9M8B_,2023-10-16 14:01:13,GraphImage,"As the roar of airstrikes filled the air, a young boy in Gaza carried his sister while trying to pinpoint the threat. The children had been playing at a school run by the United Nations, where their families arrived earlier that day seeking safety in the wake of Hamas’s attack on Israel.

In the latest Israeli-Palestinian flare-up, bitter adversaries share one thing in common: Civilians are paying the highest price.

A week after the conflict broke out, the photographer @samarabuelouf reflected on capturing this image. Tap the link in our bio to read the full story — and to get the latest updates on the war.",61049,3368
CydfCO4L498,2023-10-16 13:05:08,GraphVideo,"Doctors in Gaza Refuse to Leave Critically Ill Infants Behind.

In response to a call for Gazans to evacuate the north amid a looming ground invasion by Israeli forces, doctors at the Kamal Edwan hospital refuse to leave as they care for infants unable to survive without the help of medical equipment.

“If you want to kill us, kill us while we continue working here,” Dr. Hussam Abu Safiya said on Oct. 15. “Transferring the children from this place means handing them a death sentence.” The hospital contains the only intensive care unit in the northern Gaza strip.

We’re covering the war live at the link in our bio.",314283,14416
CycO7oSu6Bt,2023-10-16 01:24:23,GraphSidecar,"The first thing Reza Farzan does when he wakes up is check on his pawpaws.

Thirty years ago, when he moved into a Brooklyn townhouse, he planted two baby pawpaw trees. Despite growing up and down the East Coast and being North America’s largest native edible fruit, the pawpaw is undersung and difficult to source. The trees take at least three years – sometimes as long as 10 – to bear fruit. And then it has a brief season— generally limited to September— and a shelf life of only three to five days. The fruit bruises easily, making it a poor candidate for conventional grocery stores. 

In spite of these quirks — or perhaps because of them — the pawpaw enjoys a small but devoted following. Farzan has become something of an evangelist, an active member of seven pawpaw-centric groups on Facebook, where he gladly shares his wisdom with newcomers. He sells the seeds and already-sprouted seedlings on Etsy, and he recently donated 14 seedlings to Red Hook Farms, an urban farming and youth-empowerment program.

Tap the link in our bio to learn more about this special fruit. Photos by @lucia_buricelli",37633,364
CycBVi1uiWw,2023-10-15 23:27:30,GraphVideo,"Slaughter at a Festival of Love and Peace Leaves Israel Transformed

“Imagine being at Burning Man in the middle of the Nevada desert, and you’re dancing, and then gradually it dawns on you that a bunch of people have surrounded you — and they’re about to start slaughtering you,” the New York Times correspondent Roger Cohen said of a brutal Hamas attack on a music festival in south Israel.

In this massacre of youth, Israel’s 75-year-old quest for some carefree normalcy met the murderous fury of Hamas, the Palestinian faction that controls Gaza. Tap the link in our bio to read Cohen’s full piece on how the festival massacre has transformed Israel.",79346,7313
CybyulJuJjn,2023-10-15 21:17:56,GraphImage,"Suzanne Somers, who starred in “Three’s Company” and later developed a health and diet business empire, died at 76. She was one day away from turning 77.

She became famous for playing, as she put it, “one of the best dumb blondes that’s ever been done.”

The cause of her death was cancer, R. Couri Hay, a spokesman, said.

Read more about her life at the link in our bio. Photo by @marksommerfeld",45891,1047
Cybm9WIOUxj,2023-10-15 19:35:06,GraphSidecar,"After two earthquakes this past February, which killed more than 50,000 people in southern Turkey and damaged hundreds of thousands of buildings across 11 provinces, President Recep Tayyip Erdogan vowed to swiftly rebuild the afflicted areas.

In the months since, construction has officially begun at a number of sites. But during a recent visit to Antakya, the hardest-hit urban area, indications of significant reconstruction were nearly nonexistent. Instead, the damaged city was still being dismantled, leaving the remaining residents to face an uncertain future.

Tap the link in our bio to see what Antakya looks like today. Photos by @nicoletung",41054,811
CybXEdouWke,2023-10-15 17:18:05,GraphVideo,"Explosion Kills Reuters Cameraman and Injures Others

An explosion hit a group of journalists on Friday who were wearing flak jackets with “press” written on them. A Reuters cameraman was killed and at least six journalists were injured near Lebanon’s southern border.

Read more about the journalist, Issam Abdallah, and the strike at the link in our bio. 

An earlier version of this video misattributed the explosion that killed a Reuters cameraman to an Israeli strike. The source of the explosion is under investigation and unknown.",17389,2203
CybMAz1O8IJ,2023-10-15 15:39:38,GraphSidecar,"Usher told our writer that he serves “a very specific purpose” in the public imagination, adding, “it involves sexuality, fantasy and masculinity.” 

In Vegas, he flaunted a kind of virility that made space for the devoted women who had come to watch him work. The crowd objectified him, adored him. The shrieks from the audience sustained him. “I need you to be excited. I want you to scream.”
And did they scream.

What is it like to hang out with @usher? Click the link in our bio to find out. 

Photographs by @malikesidibe.",8970,356
CybCOJ9uAbe,2023-10-15 14:14:05,GraphSidecar,"Works of art are hidden in corners across New York — if you only know where to look. Our reporter Eric V. Copage took a walk exploring the city and created an online Baedeker for adventurers yearning for the unknown, the unnoticed and the unexpected. 

Discover where to find 10 of the city's hidden art pieces at the link in our bio. Photos by @amirbangs",22814,2014
Cya61DJumtc,2023-10-15 13:10:10,GraphVideo,"Migrants Chased and Snared in Razor Wire: A Rare Look at Texas’ Border Tactics

Hundreds of migrants illegally crossing from Ciudad Juárez, Mexico, into El Paso each day are running smack into what feels like a war zone: miles of triple-stack concertina wire and armed National Guard troops ordering them to return to Mexico.

But many migrants crossing between points of entry now spend their first steps on U.S. soil confronted by Operation Lone Star, the multibillion-dollar initiative that Gov. Greg Abbott of Texas started two years ago and bolstered again last month to address the border crisis and to prevent drug and human smuggling.

Over a period of 10 days in late September and October, The New York Times documented the El Paso border from the Mexico side. The footage offers a rare look at the aggressive tactics by Texas National Guard troops trying to block, apprehend and repel people seeking unlawful entry into the United States.

Video by @davidpeinadoromero, @brentmcdonaldnyt, Meg Felling, Rebecca Suner and James Surdam.",21032,1327
CyZkMiKsvP0,2023-10-15 00:32:28,GraphSidecar,"A dream is a wish your heart makes at home for these “Disney adults.” 

For some grown-up Disney enthusiasts, it’s not enough to pepper in a few Donald and Mickey tchotchkes: They want the whole house decked out in all things Disney. Part of Disney décor’s prevalence can be traced to its success on social media. On TikTok, the hashtag “Disney home décor” has more than 42 million views. 

For those not part of the Disney fandom, such allegiance to the conglomerate may seem puzzling. And while people make their Disney-related design choices for different reasons, nostalgia is often the impetus.

Tap the link in our bio to see the magic inside these Disney-themed homes. Photos by @meron_photo",76917,1965
CyZYVcIuxBx,2023-10-14 22:48:50,GraphSidecar,"The U.S., which burned coal, oil and gas for more than a century to become the richest economy on the planet, as well as historically the most polluting, is rapidly shifting away from fossil fuels. Change is here, even in oil country.

A similar energy transition is already well underway in Europe and elsewhere. But the U.S. is catching up, and globally, change is happening at a pace that is surprising the experts who track it closely. 

As the planet registers the highest temperatures on record, with figures in some places rising to levels incompatible with human life, governments are pouring trillions of dollars into clean energy sources to cut the carbon pollution that is broiling the world.

Fossil fuels, however, still dominate energy production at home and abroad, and there are major challenges involved in adding large amounts of renewable energy to antiquated electric grids and in mining enough minerals for clean technologies. 

Read our three-part series examining the speed, challenges and politics of the American economy’s move toward clean energy at the link in our bio. Photos by @mason_trinca",32563,609
CyZOFjvOmmk,2023-10-14 21:19:17,GraphImage,"A comparison with the toll of past conflicts indicates the enormous scale of the Israeli retaliation for the attacks led by Hamas last Saturday in the deadliest day in Israel’s history.

Prime Minister Benjamin Netanyahu has said that Israel will act “without reservation and without respite” to destroy the military capabilities of Hamas, which controls Gaza.

The conflict-related death toll in 2023 has already exceeded that of 2014, when there was a 50-day war.

Read more of our live coverage of the conflict at the link in our bio.",239818,15729
CyY99moO02A,2023-10-14 18:58:23,GraphSidecar,"A trail of darkness cut across the Western Hemisphere on Saturday, starting at the Oregon coast and then venturing to the Southwest as it cut through Nevada, Utah, New Mexico, Texas and other states. It is a solar eclipse that millions of people in the United States and Latin American countries are experiencing as a ring of fire in their local skies.

Astronomers use the word “annular” to describe events like this. Unlike a total eclipse, they occur when the moon is at its farthest from the Earth. Instead of the moon blocking the whole sun, a halo of light leaks around the moon’s border.

Read more about the eclipse and see more photos at the link in our bio. Photos by @kgreenleephoto in San Antonio, @ninareeg in Chaco Canyon, New Mexico, and @jaircoll in Palmira, Colombia.",55111,540
CyYzfppOc_x,2023-10-14 17:26:55,GraphSidecar,"Hundreds gathered without incident in Times Square in support of Israel and Palestine on Friday, and Jewish Voice for Peace pulled hundreds more in Brooklyn to call for Palestinian rights.

The gatherings might once have been considered unremarkable. But in the days leading up to the protests, rumors about them sent a wave of anxiety through New York. The city has been stricken by grief and living on edge since the Hamas incursion and the Israeli response, which together have killed thousands of civilians.

Read more about the protests at the link in our bio. Photos by @dave_sanders, @jeenahmoon and @dontgabalot",89800,8723
CyYgyLeOWp7,2023-10-14 14:43:25,GraphImage,"For decades, Jada Pinkett Smith has been plagued by misconceptions: about the dynamics of her marriage to Will Smith, about her bond with Tupac Shakur and, most recently, about the Slap at last year’s Oscars. But in her revelation-heavy memoir, “Worthy,” she’s setting the record straight.

Even devotees of her hugely popular web series “Red Table Talk” — where she and her daughter, Willow, and her mother, Adrienne Banfield Norris, delved into all manner of personal, social and cultural issues — will realize how little they know of Pinkett Smith. 

“How do you captivate people, people who think they already know your story?” Pinkett Smith said in an interview with The New York Times.

Tap the link in our bio to read the full interview with @jadapinkettsmith. Photo by @erik_carter",21850,2676
CyYSleaut9c,2023-10-14 12:39:21,GraphImage,"""Our relatives in France would say that this recipe is the most direct representation of what a true French bourguignon is."" @clarkbar's Beef Bourguignon is so good it's got the commenters raving. Get the recipe at the link in bio. Photo by @christophertestani, with food styling by @simoncooks",55755,336
CyW4UsXOIhB,2023-10-13 23:30:59,GraphVideo,"Inside Kfar Azza, a Village Attacked by Hamas Militants

New York Times journalists were escorted by Israeli soldiers into the small village of Kfar Azza, where a massacre occurred after Hamas gunmen surged across the border from Gaza.

More than 1,300 civilians and soldiers have been killed in Israel.

Before the assault, Kfar Azza was a close-knit community of about 750 people, with a social club and a synagogue. Read the full story at the link in our bio. 

Video by @sergeyponomarev, Rebecca Suner, Nikolay Nikolov.",19145,4581
CyWw5xhLApt,2023-10-13 22:25:47,GraphSidecar,"On Saturday, Australia will vote on a referendum that would give Indigenous Australians a voice in Parliament in the form of an advisory body. 

The proposal, polls show, is broadly supported by the country’s Indigenous people, who make up about 4% of the nation’s population. Many of them see it as a sign of Australia taking a step to do right by them after centuries of abuse and neglect, and help with everything from everyday issues like home repair to moving the needle on weightier aspirations, like reparations.

In reality, the measure, known as the Voice, is much more modest, making some of these expectations appear rather lofty.

At the same time, it has given rise to unrealistic fears — like that of homeowners being forced to return their land to Indigenous people — that have galvanized opposition to the Voice. And with so many Australians perceiving the referendum as racially divisive, polling suggests its defeat is likely.

Tap the link in our bio to read about the Voice before the vote on Saturday to learn how it could affect Australian politics. Photos by @tamati_the_yamaji, who is from the Aboriginal Yamatji tribe in the Midwest region of Western Australia.",23910,705
CyWk3ituxin,2023-10-13 20:42:25,GraphVideo,"Two Young Women Capture Life Under Siege in Gaza

Frightened Palestinians packed belongings and left their homes in northern Gaza on Friday after Israel’s military demanded that more than a million civilians move to the south of the blockaded coastal strip. But many were reluctant to leave their homes or simply had nowhere else to go. Plestia Alaqad (@byplestia) and Nour AlSaqqa (@nouralsaqa), both in their early 20s, have been posting videos to their social media accounts, documenting what life has been like under siege and intensifying Israeli airstrikes.

Watch the full video at the link in our bio. Video by Mona El-Naggar, Chevaz Clarke and Mark Boyer",283625,56990
CyWT6DqOH0k,2023-10-13 18:12:25,GraphSidecar,"On Saturday, an annular or “ring of fire” solar eclipse will sweep across much of the Western Hemisphere.

The eclipse will begin in Oregon on Saturday morning, sweep across the American Southwest and exit the U.S. through Texas. It will then cut through the Yucatán Peninsula in Mexico and cross a number of Central American countries before reaching South America. There, it will pass through Colombia and Brazil, and end its run over the Atlantic Ocean.

Tap the link in our bio to find out when, where and how to view the eclipse.",56803,269
CyWN2YCrVMc,2023-10-13 17:21:03,GraphVideo,"Inside the Al Shifa Hospital in Gaza, staff scramble to treat the wounded, who are crammed into corridors filled with people who fled their homes and sought refuge there.

Al Shifa Hospital is the Gaza Strip’s largest medical complex, located in the affluent Gaza City neighborhood of Al Rimal. Many of the limestone villas and high-rise buildings surrounding the hospital have been reduced to piles of rubble and concrete. The Israeli Army claims that the neighborhood is a financial hub for Hamas, making it a target of airstrikes.

In addition to the aerial assault unleashed on the 140-square-mile Gaza Strip, Israel has said it is blocking water, electricity and fuel from entering the enclave, contributing to the shutdown of the territory’s only power station.

We’re covering the war live at the link in our bio. Video by Samar Abu Elouf, Soliman Hijjy and Nailah Morgan for The New York Times",55155,6826
CyWJt-KxoTH,2023-10-13 16:43:23,GraphImage,"Over the past few decades, evidence has been mounting that the average human body temperature is not really 98.6 degrees Fahrenheit. Instead, most people’s baseline is a little bit cooler.

The standard of 98.6 was established over 150 years ago by the German physician Dr. Carl Wunderlich, who reportedly took over a million measurements from 25,000 people. Temperatures ranged from 97.2 to 99.5, and the average was 98.6. Dr. Wunderlich also established 100.4 degrees as “probably febrile.”

But a new study that evaluated the temperatures of more than 126,000 people between 2008 and 2017 found that the average is cooler than the number we all learned in health class.

So what is the average human body temperature? Tap the link in our bio to learn about the new average and what it could mean when it comes to fevers.",37510,714
CyWD1xoOgYd,2023-10-13 15:52:01,GraphSidecar,"As Israel signals that a ground invasion of Gaza could come any day, its shocked and traumatized citizens are pouring their anxious energy into raising funds and collecting goods for those in need: soldiers; survivors of the atrocities; hospitals treating the thousands of wounded; and people whose loved ones were killed, are still missing or are being held hostage in Gaza.

Thousands of grass-roots initiatives have also sprung up across the country, many organized on social media.

Mothers are donating breast milk for orphaned infants. Dozens of florists and event designers are making hundreds of funeral wreaths and bouquets for hospitals instead of bridal bouquets and table arrangements, working out of a refrigerated agricultural warehouse at a cooperative near Israel’s international airport. With many weddings canceled, a Jerusalem wedding hall is turning out thousands of meals a day for soldiers. Similar acts of support are cropping up all over Israel.

We’re covering the war live. Tap the link in our bio to read more about the volunteer efforts and for the latest updates. Photos by @avishag_sy",46533,4263
CyVxxAeriA5,2023-10-13 13:14:05,GraphSidecar,"On the National Assessment of Educational Progress, a federal exam that is considered the gold standard for comparing states and large districts, schools run by the Defense Department outscored every jurisdiction in math and reading last year and managed to avoid widespread pandemic losses.

The department’s schools had the highest outcomes in the country for Black and Hispanic students, whose eighth-grade reading scores outpaced national averages for white students.

While the achievement of U.S. students overall has stagnated over the past decade, the military’s schools have made gains on the national test since 2013. And even as the country’s lowest-performing students — in the bottom 25th percentile — have slipped further behind, the Defense Department’s lowest-performing students have improved in fourth-grade math and eighth-grade reading.

How does the military do it? In large part by operating a school system that is insulated from many of the problems plaguing American education. Defense Department schools are well-funded, socioeconomically and racially integrated and have a centralized structure that is not subject to the whims of school boards or mayors.

Tap the link in our bio to read about the key differences between military and public schools. Photos by @kendrickbrinson",65000,1012
CyUksgtLPC_,2023-10-13 02:00:38,GraphSidecar,"In the early 1980s, breaking, along with lyricism, turntablism and graffiti, were among the distinct elements that coalesced to form hip-hop. Since then, breaking has mostly faded from hip-hop’s forefront in the U.S. But now, the New York City-born dance style is preparing for its biggest international spotlight yet, when it debuts at the Olympic Games in Paris next year. 

The new platform has left both pioneers and younger breakers to grapple with issues of authenticity that some of hip-hop’s other tenets have already confronted. Some breakers are concerned that the Olympics will strip the soul from the struggle that breaking sprung from, and contend that breaking is an art form, not a sport. Others argue that hip-hop is already overly commodified, commercialized and disfigured; its authenticity distilled in fragmented pockets. And New York is left to ponder its place as breaking preps for its largest audience yet.

Tap the link in our bio to learn more about the history of breaking, and its future at the Olympics. Video by @saget.b and photos by @mfarsi",41708,378
CyUQPr7Lb7l,2023-10-12 23:01:56,GraphSidecar,"“Bonjour hi,” the greeting servers and shopkeepers use to figure out whether you prefer French or English, encapsulates so much about Montreal, which like its province, Quebec, retains a strong French Canadian identity. 

In this 381-year-old city of 1.78 million, which Mark Twain once described as a place “where you couldn’t throw a brick without breaking a church window,” one of Canada’s most vibrant LGBTQ scenes thrives, and communities formed by Jewish, African, Asian, Italian, Portuguese and Haitian immigrants all offer something special to see (and taste). The city is on an upswing: Modern apartment buildings, cafes and bike paths are popping up in formerly industrial Griffintown, while the Plateau and Mile End areas offer art and music worthy of the place that nurtured Arcade Fire and Leonard Cohen. There is too much for just 36 hours, but if you bring some good walking shoes, you’ll find terrific meals, stunning views atop Mont-Royal and a creative spirit that comes across in any language.

Have a weekend trip to Montreal planned? We've got a solid agenda for the best way to spend 36 hours in this Canadian city. Tap the link in our bio for the full itinerary. Photos by @carbsnproteins",46536,262
CyUCTvsuigM,2023-10-12 21:11:50,GraphVideo,"Four days after Hamas massacred more than 250 people at a music festival, Israel Ziv, a retired Israeli Army general, went back to the site of the rave.

Read his whole story at the link in our bio. Video by Ang Li and David Blumenfeld for The New York Times",41076,3924
CyT7K96vJvg,2023-10-12 19:57:48,GraphSidecar,"Marissa Gonzalez was only nine months old when her mother discovered a soft glow coming from her eyes. Marissa, it turned out, had retinoblastoma, a rare and aggressive cancer that almost only affects children. Marissa survived, but like many other people who had cancer as children, is still living with the treatment’s toll: her left eye was removed as a result of her cancer. “Surviving cancer can affect a child’s entire developmental trajectory — physically and psychologically. There’s risk for hormone dysregulation and infertility, uneven limb length and lost muscle mass, hearing loss and brain damage,” writes Pamela Paul (@pamelapaul2018) an @nytopinion columnist. And for many survivors, there isn’t a clear roadmap for what life will look like down the road. Click the link in our bio to read more. | 📷 @damonwinter #nytopinion",8941,66
CyTzVBpOef1,2023-10-12 18:49:16,GraphSidecar,"Harrowing scenes have been playing out on a seemingly endless loop at Al Shifa Hospital since Saturday, when Hamas, the group that controls Gaza, launched a deadly assault on Israel — and the country’s military retaliated with punishing airstrikes on the blockaded enclave.

Al Shifa Hospital is Gaza’s largest medical complex. In addition to the aerial assault unleashed on the 140-square-mile strip — of a magnitude and intensity not seen in past assaults on the territory — Israel has said it is blocking water, electricity and fuel from entering the enclave, contributing to the shutdown of its only power station. That has left already overwhelmed hospitals dependent on generators with a dwindling supply of a few days’ fuel.

The director of Al Shifa Hospital, Dr. Muhammad Abu Salima, told The New York Times on Wednesday that the facility was operating well over its capacity of 500 beds and that it had enough fuel to power its generators for another four days.

Tap the link in our bio to read more about the challenges the hospital is facing and to catch up on our latest live coverage from the war. Photos by @samarabuelouf",274747,15124
CyTsZW9uMo0,2023-10-12 17:48:41,GraphImage,"Senator Robert Menendez, a New Jersey Democrat charged last month with taking bribes in exchange for lucrative political favors, faced a stunning new accusation on Thursday — that he conspired to act as an foreign agent of Egypt even as he served as the chairman of the Senate Foreign Relations Committee.

Manhattan federal prosecutors on Thursday released the fresh charge against Menendez and his wife, Nadine Menendez, as well as a third defendant, Wael Hana, accusing them of failing to register under the Foreign Agents Registration Act. The prosecutors have asked a judge to seize the Menendezes’ residence in Englewood Cliffs, New Jersey, as well as a Mercedes-Benz convertible that the government says was given to them as a bribe. As a public official, Menendez was prohibited from serving as a foreign agent, the new indictment notes.

Tap the link in our bio to learn more about the indictment. Photo by Jefferson Siegel for The New York Times",19881,812
CyTgLpPx36h,2023-10-12 16:01:57,GraphImage,"Women between the ages of 35 and 54 are being diagnosed with lung cancer at higher rates than men in that same age group, according to a new report by researchers at the American Cancer Society.

Over the last several decades, the rates of new cases of lung cancer have fallen in the U.S. But for all that progress, a gender disparity is emerging. The gap is small — one or two more cases among every 100,000 women in that age range than among men — but it is significant enough that researchers want to know more.

Read more about the new report and lung cancer risks for women at the link in our bio.",19453,751
CyTZbrIMOmo,2023-10-12 15:15:57,GraphImage,"The slow response of Israeli forces on Saturday, a national holiday, gave Hamas terrorists many hours to infiltrate more than 20 towns outside of Gaza, where they killed at least 1,200 people and took an estimated 150 hostages.

The New York Times has looked at evidence to see what it shows about the response to some of the deadliest attacks. Tap the link in our bio to see the detailed timeline.",11749,1464
CyTQAJMOI0Z,2023-10-12 13:40:35,GraphSidecar,"What lies at the heart of Swiftiedom? 

“One can enter Swiftiedom at any level: avocation or vocation, background music or full-time job. Being a Swiftie at the highest level means access to an all-consuming, all-absorbing empire of evidence, where all the questions have answers, all the mysteries are solved, where you get to feel excited and smart and involved with something bigger than yourself without ever looking up from your phone.” 

The writer Taffy Brodesser-Akner went to the Santa Clara show of @taylorswift's Eras Tour and had several realizations about Taylor Swift, the idea of the celebrity in 2023 — and herself. 

Click the link in our bio to read the complete story. Photographs by @philipmontgomery.",112806,538
CyTIdOlLau9,2023-10-12 12:34:39,GraphSidecar,"Americans are increasingly fracturing as a people, and some are taking the extraordinary step of moving to escape a political or social climate they abhor. Democrats have left Iowa, Texas and other red states as Republicans have moved from California, Oregon and other blue ones, often over their views on issues like abortion, transgender rights, school curriculums, guns, race and a host of other matters.

While there is no precise count of how many Americans have relocated as a result of politics and social issues, interviews with demographers and people who have moved or are considering moving, as well as a review of social-media postings and polling, show that the phenomenon is real.

Tap the link in our bio to read more about two families — the Nobles of Iowa, who moved to blue Minnesota, and the Huckinses of Oregon, who moved to red Missouri — whose journeys illustrate the divide in America  Photos by @hlswift",39823,2914
CyRvvrisHcK,2023-10-11 23:39:28,GraphSidecar,"Graphic imagery and footage has flooded social media since Hamas terrorists attacked Israel, killing more than 1,200 people. Bogus claims are also circulating, and risk obscuring real evidence of atrocities.

False claims around the Israel attacks include recycled videos and a game clip. They also include old and unrelated videos and photos with inaccurate claims, and fabricated assertions about the involvement of countries like the U.S. and Ukraine. This is adding confusion and deception to an already chaotic moment. And the false information circulating online risks clouding evidence that is emerging as Israeli soldiers retake control of places that were attacked.

Tap the link in our bio to read more about some of the inaccurate material circulating online.",161009,3927
