owner_username,url_code,time_utc,type,caption,likes,comments,is_about_gaza_1,is_about_gaza_2,cluster_id,cosine_score
NYTimes,Cy4Q4tqrx07,2023-10-26 22:42:02,GraphVideo,"A Close Look at Some Key Evidence in the Gaza Hospital Blast

The video shows a projectile streaking through the darkened skies over Gaza and exploding in the air. Seconds later, another explosion is seen on the ground.

The footage has become a widely cited piece of evidence as Israeli and American officials have made the case that an errant Palestinian rocket malfunctioned in the sky, fell to the ground and caused a deadly explosion at Al-Ahli Arab Hospital in Gaza City.

But a detailed visual analysis by The New York Times concludes that the video clip — taken from an Al Jazeera television camera livestreaming on the night of Oct. 17 — shows something else. The projectile seen in the video is most likely not what caused the explosion at the hospital. It actually detonated in the sky roughly two miles away, The Times found, and is an unrelated aspect of the fighting that unfolded over the Israeli-Gaza border that night.

The Times’s finding does not answer what did cause the Al-Ahli Arab Hospital blast, or who is responsible. The contention by Israeli and American intelligence agencies that a failed Palestinian rocket launch is to blame remains plausible. But the Times analysis does cast doubt on one of the most publicized pieces of evidence that Israeli officials have used to make their case and complicates the straightforward narrative they have put forth.

The hospital blast has become a searing, contested episode in the war that began on Oct. 7, after Hamas, which controls the Gaza Strip, invaded Israel, killing more than 1,400 civilians and soldiers and seizing 200 hostages who were taken back to Gaza, according to the Israeli government. Israel has responded with a relentless artillery and bombing campaign that has killed 5,700 Palestinians, according to the Hamas-run Gazan Health Ministry. The Israeli military is also preparing for a ground invasion.

Visit the link in our bio to read the full visual investigation.",73580,5522,True,True,ins_2,0.8729249807794046
NYTimes,Cyvf6ZmxhV3,2023-10-23 12:58:29,GraphImage,"On Oct. 17, The New York Times published news of an explosion at a hospital in Gaza City, leading its coverage with claims by Hamas government officials that an Israeli airstrike was the cause and that hundreds of people were dead or injured. The report included a large headline at the top of The Times’s website.

Israel subsequently denied being at fault and blamed an errant rocket launch by the Palestinian faction group Islamic Jihad, which has in turn denied responsibility. American and other international officials have said their evidence indicates that the rocket came from Palestinian fighter positions.

The Times’s initial accounts attributed the claim of Israeli responsibility to Palestinian officials, and noted that the Israeli military said it was investigating the blast. However, the early versions of the coverage — and the prominence it received in a headline, news alert and social media channels — relied too heavily on claims by Hamas, and did not make clear that those claims could not immediately be verified. The report left readers with an incorrect impression about what was known and how credible the account was.

The Times continued to update its coverage as more information became available, reporting the disputed claims of responsibility and noting that the death toll might be lower than initially reported. Within two hours, the headline and other text at the top of the website reflected the scope of the explosion and the dispute over responsibility.

Given the sensitive nature of the news during a widening conflict, and the prominent promotion it received, Times editors should have taken more care with the initial presentation, and been more explicit about what information could be verified. Newsroom leaders continue to examine procedures around the biggest breaking news events — including for the use of the largest headlines in the digital report — to determine what additional safeguards may be warranted.",85267,13229,True,True,ins_2,0.6769574372005467
NYTimes,CytTG6Lrbuq,2023-10-22 16:29:29,GraphVideo,"The Israeli military carried out a rare airstrike on a mosque in the occupied West Bank overnight, killing at least two people in what Palestinian officials called a “dangerous escalation.”

The strike hit a mosque in the densely packed Palestinian refugee camp of Jenin in the northern West Bank. Israel’s military said it was targeting an underground “terror compound” beneath the mosque that it said was being used by Hamas and Islamic Jihad to organize an imminent attack. Lt. Col. Richard Hecht, an Israeli military spokesman, called the activity beneath the mosque a “ticking time bomb.” The claims had not been independently verified.

At least two people were killed and three others were injured, according to the Palestinian health ministry. Video from the scene showed significant damage to the mosque.

We’re covering the war live. Tap the link in our bio for the latest updates.",15227,4092,True,True,ins_2,0.7384786140552274
NYTimes,CyjwjxJP0ZU,2023-10-18 23:33:57,GraphVideo,"Devastation in Gaza After Hospital Blast

Still reeling from an explosion outside Ahli Arab Hospital in Gaza City, medical workers spoke of the destruction that left hundreds there dead. “We haven’t seen anything like this in our lives,” said one doctor.

Tap the link in our bio to read more about the explosion at the hospital in Gaza City. Video by @solimanhijjy, @neilacollier, @markandrewboyer and @chevazc",22568,3115,True,True,ins_2,0.8219423780517123
NYTimes,Cyi6qAWrZdZ,2023-10-18 15:43:56,GraphVideo,"Videos Show the Aftermath of the Explosion at the Ahli Arab Hospital

Charred cars lining a parking lot. A courtyard littered with bloodied blankets and backpacks. Tattered clothing where dozens of bodies had lain.

The devastating impact of an explosion at the Ahli Arab Hospital in Gaza City on Tuesday became clearer on Wednesday through videos that witnesses posted to social media.

This is a developing story. Tap the link in our bio for the latest updates.",17683,4290,True,True,ins_2,0.8641894378824582
NYTimes,Cyi0-QKOGxS,2023-10-18 14:52:14,GraphSidecar,"The devastating impact of an explosion at the Ahli Arab Hospital in Gaza City on Tuesday became clearer on Wednesday through videos posted by witnesses on social media. The Health Ministry in Gaza said hundreds of people were killed. Emergency workers were collecting bodies and remains in an effort to identify the dead. 

Palestinian officials blamed the carnage on an Israeli airstrike, an assertion that was disputed by the Israel Defense Forces, which said it was caused by an errant rocket fired by an armed Palestinian faction in Gaza. Neither side’s account could be independently verified immediately, and the cause of the blast and the precise death toll remained unclear.

Many of those killed at the hospital, which is run by the Episcopal Diocese of Jerusalem, were women and children, said Dr. Ashraf al-Qudra, a spokesman for the Health Ministry. He said doctors in another hospital in Gaza City were now performing surgery on patients on the floor or in corridors, often without anesthetic.

Many of the wounded could die because of a severe shortage of medical supplies, water and electricity. Israel has imposed a complete siege of Gaza since last week, cutting off food, water, electricity and fuel.

This is a developing story. Tap the link in our bio for the latest updates. Photos by Abed Khaled/@apnews, Mohammed Al-Masri/Reuters, Mahmud Hams/AFP — Getty Images.",132895,9506,True,True,ins_2,0.8867166975713877
NYTimes,CyhLyusPOkg,2023-10-17 23:34:24,GraphVideo,"Israel and Palestinians Blame Each Other for Blast at Gaza Hospital That Killed Hundreds

Hundreds of people were killed by an explosion at a hospital in Gaza City on Tuesday night where thousands of civilians had been sheltering, a loss of life that inflamed the region.

Gazan health authorities said the blast had been caused by an Israeli airstrike; the Israel Defense Forces said it was caused by a rocket fired by a Palestinian armed group that malfunctioned after launching. Neither assertion could be immediately verified.

Tap the link in our bio for live updates on this developing story.",42675,18081,True,True,ins_2,0.8560688082571682
NYTimes,CyhFh_UPqnX,2023-10-17 22:38:27,GraphSidecar,"Hundreds of people were killed by an explosion at a hospital in Gaza City on Tuesday night where thousands of civilians had been sheltering.

The Gazan health authorities said the blast had been caused by an Israeli airstrike; the Israel Defense Forces said it was caused by a rocket fired by a Palestinian armed group that malfunctioned after launching. Neither assertion could be immediately verified.

The health ministry in Gaza said the number of casualties was expected to rise. Many civilians were sheltering at Ahli Arab Hospital, better known as Al-Ma’amadani, before it was hit. In the past, rockets fired by Palestinian armed groups have occasionally malfunctioned and hit civilian neighborhoods.

This is an updated post on the explosion at a Gaza City hospital that reflects our latest reporting. We deleted an earlier post. For live updates on this developing story go to the link in our bio.",36759,8043,True,True,ins_2,0.8995813919768647
NYTimes,CybXEdouWke,2023-10-15 17:18:05,GraphVideo,"Explosion Kills Reuters Cameraman and Injures Others

An explosion hit a group of journalists on Friday who were wearing flak jackets with “press” written on them. A Reuters cameraman was killed and at least six journalists were injured near Lebanon’s southern border.

Read more about the journalist, Issam Abdallah, and the strike at the link in our bio. 

An earlier version of this video misattributed the explosion that killed a Reuters cameraman to an Israeli strike. The source of the explosion is under investigation and unknown.",17398,2201,True,True,ins_2,0.6808088463022974
WSJ,CyjFKU4ANVr,2023-10-18 17:13:49,GraphImage,"The U.S. has collected “high confidence” signals intelligence showing that the explosion at a Gaza hospital compound on Tuesday was caused by the militant group Palestinian Islamic Jihad, U.S. officials said, buttressing Israel’s contention that it wasn’t responsible for the blast.⁠
⁠
The U.S. assessment drew, in part, on communications intercepts and other intelligence gathered by the U.S., defense officials said.⁠
⁠
“Our current assessment, based on analysis of overhead imagery, intercepts and open source information, is that Israel is not responsible for the explosion at the hospital in Gaza,” White House National Security Council spokeswoman Adrienne Watson said, adding that the U.S. continues to collect information on the incident.⁠
⁠
“I was deeply saddened and outraged by the explosion of the hospital in Gaza yesterday, and based on what I’ve seen, it appears as though it was done by the other team—not you,” President Biden said Wednesday while alongside Israeli Prime Minister Benjamin Netanyahu.⁠
⁠
U.S. officials added that Israel shared its own independent intelligence assessment with the U.S. shortly before Biden departed to Israel, partially in an effort to exonerate itself.⁠
⁠
Biden later told reporters that he made his statement based on “the data I was shown by my defense department.” The Pentagon referred questions to the White House.⁠
⁠
Arab leaders continued to assert that Israel was responsible for the explosion at Al-Ahli Arab Hospital, which according to the Hamas-run Gaza Health Ministry killed nearly 471 people.⁠
⁠
The accounts of the blast and the death toll couldn’t be independently verified. A toll of nearly 500 would make it the single deadliest incident in Gaza since the start of the war.⁠
⁠
This is a developing story. Read more at the link in our bio.⁠
⁠
Photo: Abed Khaled/AP",22716,4138,True,True,ins_2,0.763716538247103
WSJ,CyhFY_OM4Qx,2023-10-17 22:40:06,GraphVideo,"A strike hit a hospital in Gaza Tuesday, killing at least 500 people, Palestinian officials said, in one of the deadliest single incidents of violence in the strip.⁠
⁠
The blast came hours before President Biden was expected to visit Israel in a show of support.⁠
⁠
Follow live coverage at the link in our bio.",10841,2855,True,True,ins_2,0.7002835854062348
WSJ,CyMdpKhs_Ta,2023-10-09 22:27:57,GraphVideo,"A Palestinian refugee camp and a mosque were hit by Israeli airstrikes on Gaza.⁠
⁠
Residents searched their damaged homes and businesses as health officials said hospitals and morgues were filling up.⁠
⁠
Follow live coverage at the link in our bio.

Photo: Mahmud Hams/AFP/Getty Images",18111,1755,True,True,ins_2,0.8096632593705334
NYTimes,CzSK8kqubMv,2023-11-06 00:09:11,GraphVideo,"Israeli Airstrike Hits Residential Area, Gazan Authorities Say

An explosion in Al Maghazi, a densely populated part of the central Gaza Strip, was caused by an Israeli airstrike, the Gazan health ministry said. Video taken in the aftermath shows people searching through the rubble for victims.

Read more about what we know at the link in our bio.",19503,3411,True,True,ins_2,0.7443541505928378
NYTimes,CzEf7vLuyt2,2023-10-31 16:57:32,GraphVideo,"Antony Blinken, the U.S. secretary of state, and Lloyd Austin, the defense secretary, appeared on Capitol Hill on Tuesday morning for the first time since the start of the war in Gaza. Their testimony was interrupted by a series of protesters demanding a cease-fire, denouncing the U.S. for funding what they called a genocide of Gazans and accusing the administration officials of being terrorists.

Tap the link in our bio to read the latest updates on the war.",96244,6451,True,True,ins_5,0.8016936387416272
NYTimes,Cyn2fTPrIuH,2023-10-20 13:43:30,GraphVideo,"President Biden Reaffirms Support for Israel and Ukraine

President Biden called on Americans on Thursday to stand behind Israel and Ukraine, making the case in a prime-time address that providing military and economic aid to the countries is in the interest of global stability and national security.

The 15-minute speech shifted between two very different global conflicts as the president sought to connect the dots for Americans who are watching wars unfold half a world away. Ukraine and Israel, he said, both face threats of annihilation by tyrants and terrorists.

Tap the link in our bio to learn more about Biden’s speech, only his second delivered from the Oval Office, and to read the full transcript.",34864,12131,True,True,ins_5,0.6959648807010193
WSJ,CzEwTWDMC3W,2023-10-31 19:06:05,GraphVideo,"A number of protesters shouted antiwar slogans and called for a cease-fire in Gaza, interrupting Secretary of State Antony Blinken during a Senate hearing on Tuesday.⁠
⁠
Blinken and Defense Secretary Lloyd Austin testified on President Biden’s efforts to support Ukraine, Israel and other allies confronting war.⁠
⁠
Read more at the link in our bio.⁠
⁠
Photo: J. Scott Applewhite/AP",14127,1729,True,True,ins_5,0.824094171669308
WSJ,CyTepc6twIH,2023-10-12 15:51:34,GraphVideo,"U.S. Secretary of State Antony Blinken arrived in Israel on Thursday and met with Prime Minister Benjamin Netanyahu in Tel Aviv. Blinken said U.S. military support has already arrived and more is on the way.⁠
⁠
Follow live coverage at the link in our bio.⁠
⁠
Photo: Jacquelyn Martin/AFP/Getty Images",9991,1307,True,True,ins_5,0.7180450948144678
Reuters,CzEkNKjOv9Q,2023-10-31 17:19:57,GraphImage,"Anti-war protesters raise their ""bloody"" hands behind U.S. Secretary of State Antony Blinken during a Senate Appropriations Committee hearing on President Biden's $106 billion national security supplemental funding request to support Israel and Ukraine on Capitol Hill in Washington, October 31, 2023. 
 
Two of President Joe Biden's top advisers asked U.S. lawmakers to provide billions more dollars to Israel on Tuesday at a congressional hearing interrupted repeatedly by protesters denouncing American officials for backing what they called ""genocide"" against Palestinians in Gaza.
 
Secretary of State Antony Blinken and Secretary of Defense Lloyd Austin testified to the Senate Appropriations Committee on Biden's request for $106 billion to fund ambitious plans for Ukraine, Israel and U.S. border security. 
🔗 Read more at our link in bio. 📷 @Kevin_Lamarque #Capitol #reuters #reutersphotos #protest #war #DC",67036,3164,True,True,ins_5,0.7985294628270792
Reuters,Cy6kpt_x5SM,2023-10-27 20:13:39,GraphVideo,"As the war between Israel and Hamas intensifies, misinformation is targeting internet users abroad. Reuters takes a look at some falsehoods circulating widely on social media.
 
U.S. President Joe Biden did not call for military conscription in the United States in response to the Israel-Hamas conflict in October 2023, as suggested by an AI-generated video shared on social media.
 
The fabricated clip shows Biden speaking at a podium, saying that he is invoking the Selective Service Act, adding: “Remember, you are not sending your sons and daughters to war. You are sending them to freedom.” However, the video is not only fake, but a longer version of it predates the October conflict.
 
At the same time, the Reuters Fact Check team debunks another false claim online that an Iranian aircraft attacked Israel. A video with over 2 million views on TikTok is actually a doctored-up clip of the US Thunderbirds rehearsing for an airshow in Houston. 
 
🔗 Read about how Reuters debunks misinformation at our link in bio.
 
#Reuters #video #videonews #topstories #topnews #Israel #Israelis #Hamas #Palestinians #Palestinianterritories #Palestinian #Hamasattack #conflict #Gaza #IsraelHamas #IsraelHamaswar #IsraelHamasconflict #misinformation #JoeBiden #Iran #POTUS #FactCheck",7283,769,True,True,ins_5,0.6034442016541312
NYTimes,CzoWW_yscYi,2023-11-14 14:51:58,GraphImage,"More than 400 political appointees and staff members representing some 40 government agencies sent a letter to President Biden on Tuesday protesting his support of Israel in its war in Gaza.

The letter, part of growing internal dissent over the administration’s support of the war, calls on the president to seek an immediate cease-fire in the Gaza Strip and to push Israel to allow humanitarian aid into the territory. It is the latest of several protest letters from officials throughout the Biden administration, including three internal memos to Secretary of State Antony Blinken signed by dozens of State Department employees as well as an open letter signed by more than 1,000 employees of the U.S. Agency for International Development.

The letter, a copy of which was reviewed by The New York Times, began by denouncing the Oct. 7 attacks by Hamas, then urged Biden to stop the bloodshed caused by Israel’s retaliatory military campaign in Gaza. Read the full story at the link in our bio",94775,4313,True,True,ins_5,0.756349416698369
NYTimes,CzZtp7dvSPd,2023-11-08 22:32:23,GraphVideo,"Support for Israel to Take Center Stage at GOP Debate

Israel’s war in Gaza has become a major focus of the 2024 Republican presidential race. While the Republican Party is more unified in its support for Israel (in contrast with the Democratic Party), the conflict has prompted some of the field’s sharpest criticism of former President Donald Trump, who will not be attending for the third debate in a row.
New York Times political correspondent Lisa Lerer reports on how that’s likely to play out at the next debate.

Tap the link in our bio to read the five things to watch at the third GOP presidential debate. Video by Lisa Lerer, Mark Boyer and Kassie Bracken/The New York Times",3266,523,True,True,ins_5,0.7143330921220444
NYTimes,CzPsScKO3cw,2023-11-05 01:03:33,GraphVideo,"Blinken Says Cease-Fire in Gaza Would Allow Hamas to Regroup

Antony Blinken, the U.S. secretary of state, rebuffed calls from his counterparts in Egypt and Jordan for an immediate cease-fire in Gaza, saying that a halt would allow Hamas to repeat its attack on Israel.

Read more of our live updates on the Israel-Hamas War at the link in our bio.",33379,9403,True,True,ins_5,0.6220278091910233
NYTimes,CzL0rZQM0Jq,2023-11-03 13:00:48,GraphImage,"Noa Tishby, once a celebrated actress in Israel, has become a dominant and provocative pro-Israel voice on U.S. television and social media, as well as in print.

She is an unabashed booster of Israel who describes herself as “pro-Palestinian, just anti-Hamas.” She speaks forcefully against a cease-fire in Gaza and against U.S. students and others who have rallied in support of the attack on Israel. Her mission, she says, is to combat global antisemitism and the digital spread of misinformation. To her critics, she can sound like an apologist for the Israeli government. Despite that, she is seemingly everywhere. 

Tap the link in our bio to read the full profile of @noatishby and to learn why she has been described as “the voice of this Jewish generation.” Photo by @markabramsonphoto",46405,8492,True,True,ins_5,0.5664269692815874
WSJ,CzT2LGmt7Ho,2023-11-06 15:48:27,GraphVideo,"Hundreds of pro-Palestinian demonstrators clashed with police outside an air base that houses U.S. troops in Turkey.⁠
⁠
The protest on Sunday came hours before U.S. Secretary of State Antony Blinken arrived in Turkey for talks on Gaza.⁠
⁠
Follow live coverage of the Israel-Hamas war at the link in our bio.⁠
⁠
Photo: Mehmet Sancakzade/AP",9141,938,True,True,ins_5,0.6844121695887576
NYTimes,CzCmCdtv4uI,2023-10-30 22:59:15,GraphVideo,"Israeli Mother Is Brought to Tears at Abduction Site

Hadas Kalderon was brought to tears while surveying the damage from the Oct. 7 attack by Hamas. Israeli military officials brought Kalderon to the home of her mother, who was found dead near Kibbutz Nir Oz.

Later, Kalderon visited her ex-husband’s home, where he and their two children were abducted. The children had been staying the night at his home when the attack occurred.

Tap the link in our bio to read updates on the war.",33442,7233,True,True,ins_3,0.6078013906503089
NYTimes,CzCCjyNL6-Q,2023-10-30 17:49:15,GraphVideo,"War Through the Eyes of Gaza’s Children

“I would start trembling,” 5-year-old Wael Salha said at a U.N. camp in southern Gaza. He was among several children in Gaza interviewed by The New York Times about the experiences of fleeing their homes following intense airstrikes by the Israeli army. According to the U.N., more than a million Gazans have been displaced since the beginning of the Israel-Hamas war, many of them children. The children The Times spoke to described the squalid conditions they were living in and the constant fear they experienced while trying to make sense of a war with no end in sight.

Tap the link in our bio for the latest updates on the war. Video by @elnaggarmona, @neilacollier , Danielle Miller and Mark Boyer/The New York Times",101485,6303,True,True,ins_3,0.6938337855918927
NYTimes,Cy3abz0udxP,2023-10-26 14:44:24,GraphSidecar,"From his home in Los Angeles, Mohammed Abujayyab has been trying to save his grandmother, Rifa’a, 88, who was thousands of miles away in Gaza. But she hasn’t listened to his pleas to flee.

By the time he spoke to her, Israeli warplanes had already dropped 6,000 bombs on Gaza in response to the devastating Hamas attacks of Oct 7. Entire neighborhoods had been leveled in Gaza, and the reported death toll was rising by the hundreds every day. Israel had just ordered more than a million residents to immediately abandon their homes in the northern part of Gaza and move to the south.

Abujayyab’s grandmother had fled once before, expelled in 1948 during the war that followed the creation of Israel. She ended up in Gaza, where she never left. Abujayyab said in a video call: “She heard a warning that if she leaves, she won’t be able to get back. She said it was better to stay and die in her house.”

@declanjwalsh, a reporter with The New York Times, followed one Palestinian family for 10 days as the war in Gaza unfolded. Tap the link in our bio to read more about how Abujayyab is working to save his relatives. Photos by @davidbutow",58275,3335,True,True,ins_3,0.7590330730228412
NYTimes,CywTCrCOYo0,2023-10-23 20:25:07,GraphSidecar,"Israel is struggling to bury its own amid the war, with rabbis calling for volunteers to help dig graves for those killed in the Hamas terror attacks on Oct. 7. But some of its cemeteries are still welcoming Jews from around the world. 

A network of Jews in America and Israel who believe it is a sacred duty to carry out this funeral rite have continued to bring Jews who died in New York, in California or anywhere abroad to their Holy Land for the final time. Recently, a mostly volunteer corps charged with performing sacred burial rites awaited the arrival of seven New Yorkers at Ben Gurion International Airport in Israel.

In wartime, most bodies fly alone: It is unsafe for relatives and loved ones to accompany them to the burial. So the corps, known as the chevra kadisha, steps in to do the mitzvah, or good deed: They pray over, care for and bury these strangers from abroad.

Tap the link in our bio to read more about the complicated logistics of sending the bodies of American Jews to the Holy Land. Photos by @markabramsonphoto and @sarahblesener",18621,4896,True,True,ins_3,0.5129559259954874
NYTimes,CyrLl_yuFln,2023-10-21 20:45:10,GraphVideo,"When Israel ordered the evacuation of northern Gaza, @samarabuelouf, a photographer for The New York Times, fled south to the city of Khan Younis. There, she found the same horror and grief she had seen in Gaza City. 

Tap the link in our bio to read the latest on the war.",22127,2754,True,True,ins_3,0.6777284869611555
NYTimes,CyoH2CirYb4,2023-10-20 16:15:40,GraphVideo,"How Israeli Civilians Are Using Tech to Identify Missing People

Brothers and Sisters for Israel formed to protest judiciary reform. After Oct. 7, the group shifted its mission to helping victims of the Hamas attack and, together with volunteers from Israel’s leading technology companies, created a sophisticated data operation to help find out more about those missing, taken hostage or killed.

Tap the link in our bio for the latest updates on the war. Video by David Blumenfeld, Carmit Hoomash, Alexandra Eaton and Meg Felling for The New York Times",21979,3786,True,True,ins_3,0.5992602634712291
NYTimes,CygJRP8rkWB,2023-10-17 13:51:52,GraphSidecar,"Told they could escape Gaza, scores of people with foreign passports gathered on Monday at the only border crossing into Egypt, only to find it still closed, as diplomatic efforts floundered.

“Are we never getting out of here???” Lena Beseiso, 57, an American stuck near the crossing, wrote in a text message to a reporter. It was the second time in seven days that she and her family had gone to the border crossing, in the city of Rafah, in hopes of escaping ahead of a threatened Israeli invasion of Gaza.

The confusion in Rafah is just one strand of the chaos that has engulfed Gaza since Israel imposed a total blockade and launched retaliatory airstrikes in the aftermath of the Oct. 7 attack by Hamas that killed more than 1,400 people in Israel. 

Tap the link in our bio to read more from the border and to get the latest updates on the war. Photos by @samarabuelouf",24048,2123,True,True,ins_3,0.7464095324434252
NYTimes,Cyem6H_LVBh,2023-10-16 23:34:14,GraphVideo,"Stuck at Gaza’s Border With Egypt

Scores of people waited on the Gaza side of the Rafah border crossing with Egypt on Monday, hoping for a deal that would allow foreign citizens to cross.

Sitting in a car near the locked gates, Haneen Okal showed her U.S. passport. She said she had been visiting the Gaza Strip with her three children, including a newborn.

“They’ve never visited Gaza in their lives,” Okal said. “And — if you can imagine — the first time they visit, this war happens.”

Video by @solimanhijjy, @neilacollier, Ainara Tiefenthäler and Sarah Kerr for The New York Times",52529,5023,True,True,ins_3,0.7866421350036203
NYTimes,Cyd14XGL1zq,2023-10-16 16:23:58,GraphSidecar,"In more than a dozen interviews, young Jewish Americans, many in their teens or 20s, described their experiences in the week since Hamas launched an attack on Israel, killing more than 1,300 people, including an estimated 260 at a music festival.

They spoke of fear and shock, solidarity and helplessness, a newfound bond with some friends and an estrangement from others. Like many young people, they are still sorting out how they see the world, and what might have felt certain a week ago — about friends, values and identity — has been upended by the events in Israel and Gaza.

Tap the link in our bio to read more about how young Jewish Americans are feeling in the aftermath of the attack by Hamas and to get the latest updates on the war. Photos by @callakessler, @moniquejaques, @maddiemcgarvey, @seanpressley_ and @karstenmoran",55211,4128,True,True,ins_3,0.6745636310885866
NYTimes,CydlD-9M8B_,2023-10-16 14:01:13,GraphImage,"As the roar of airstrikes filled the air, a young boy in Gaza carried his sister while trying to pinpoint the threat. The children had been playing at a school run by the United Nations, where their families arrived earlier that day seeking safety in the wake of Hamas’s attack on Israel.

In the latest Israeli-Palestinian flare-up, bitter adversaries share one thing in common: Civilians are paying the highest price.

A week after the conflict broke out, the photographer @samarabuelouf reflected on capturing this image. Tap the link in our bio to read the full story — and to get the latest updates on the war.",61200,3376,True,True,ins_3,0.6733119398455092
NYTimes,CyWk3ituxin,2023-10-13 20:42:25,GraphVideo,"Two Young Women Capture Life Under Siege in Gaza

Frightened Palestinians packed belongings and left their homes in northern Gaza on Friday after Israel’s military demanded that more than a million civilians move to the south of the blockaded coastal strip. But many were reluctant to leave their homes or simply had nowhere else to go. Plestia Alaqad (@byplestia) and Nour AlSaqqa (@nouralsaqa), both in their early 20s, have been posting videos to their social media accounts, documenting what life has been like under siege and intensifying Israeli airstrikes.

Watch the full video at the link in our bio. Video by Mona El-Naggar, Chevaz Clarke and Mark Boyer",283807,56941,True,True,ins_3,0.8031847384206652
NYTimes,CyWD1xoOgYd,2023-10-13 15:52:01,GraphSidecar,"As Israel signals that a ground invasion of Gaza could come any day, its shocked and traumatized citizens are pouring their anxious energy into raising funds and collecting goods for those in need: soldiers; survivors of the atrocities; hospitals treating the thousands of wounded; and people whose loved ones were killed, are still missing or are being held hostage in Gaza.

Thousands of grass-roots initiatives have also sprung up across the country, many organized on social media.

Mothers are donating breast milk for orphaned infants. Dozens of florists and event designers are making hundreds of funeral wreaths and bouquets for hospitals instead of bridal bouquets and table arrangements, working out of a refrigerated agricultural warehouse at a cooperative near Israel’s international airport. With many weddings canceled, a Jerusalem wedding hall is turning out thousands of meals a day for soldiers. Similar acts of support are cropping up all over Israel.

We’re covering the war live. Tap the link in our bio to read more about the volunteer efforts and for the latest updates. Photos by @avishag_sy",46560,4252,True,True,ins_3,0.6645041397383709
NYTimes,CyOQhFQrbXQ,2023-10-10 15:12:09,GraphVideo,"Yonatan Ziegen said he last heard from his mother on Oct. 7 when they were texting during an assault on Be’eri, an Israeli kibbutz. She messaged him to say that assailants were in the house before going silent. 

Ziegen is still waiting to hear whether his mother has been found. More than 100 people were killed in the attack on Be’eri, according to the ZAKA relief organization. The Israeli government said at least 150 Israelis had been taken hostage by Hamas assailants since Oct. 7.

We’re covering the war in Israel and Gaza live at the link in our bio. Video by Mona El-Naggar, David Blumenfeld and Ben Laffin for The New York Times",69743,3540,True,True,ins_3,0.722607732147188
NYTimes,CyGyJCRuj9E,2023-10-07 17:29:14,GraphVideo,"‘We Are at War,’ Netanyahu Says After Hamas Attacks

Prime Minister Benjamin Netanyahu of Israel ordered a call-up of reservists after Palestinian militants fired thousands of rockets, invaded several Israeli towns and took hostages. Nearly 300 people have been killed, according to Israeli and Palestinian officials.

The Israeli military said that the militants had entered at least 22 Israeli towns and abducted soldiers and civilians, including an older grandmother. Residents of Israeli border towns told broadcasters that gunmen were moving door to door, looking for civilians. Unverified footage appeared to show Palestinian fighters transporting captured Israeli civilians and bodies through the Gaza Strip.

The timing of the assault, at one of the most difficult moments in Israel’s history, was striking. It followed months of profound anxiety in Israel about the cohesion of its society and the readiness of its military, a crisis set off by the government’s efforts to reduce the power of the judiciary. And the violence came 50 years and a day after the Yom Kippur War of 1973, when Israel was also surprised by a complex Arab attack, leading to huge Israeli losses and soul-searching about the state of the country.

This is a developing story. Follow our live updates at the link in our bio.",57571,4616,True,True,ins_3,0.8475942814575459
WSJ,CyWE85hNQ0N,2023-10-13 16:01:46,GraphSidecar,"The email from the Israel Defense Forces came Sunday, a day after Las Vegas native Ariel Sally’s 28th birthday. Sally, a dual American-Israeli citizen who had previously served in the IDF as a sniper, was needed in Israel to fight Hamas.⁠
⁠
Everything Sally had to do to prepare ran through his head: tell his girlfriend; notify his boss; arrange for someone to watch his house and his rescue pitbull, Athena; connect with his commanding officer in Israel; procure the appropriate gear; and, perhaps most daunting, find a way to get from the bright lights of Sin City to a war zone in the Middle East.⁠
⁠
“Immediately some stress kicked in: how am I going to handle the logistics?” Sally said Wednesday from Las Vegas, where he was still trying to coordinate travel and was about to hop on a call with his commander. “I will do what’s necessary to protect my other home.”⁠
⁠
Israel has called up hundreds of thousands of reservists in its response to attacks by Hamas, which the U.S. and other countries deem a terrorist organization. Among them are many Israelis in the U.S.—including dual-American citizens like Sally, who is an officer with the Las Vegas Metropolitan Police Department—and others with family in Israel.⁠
⁠
Military service is compulsory for eligible men and women in Israel at age 18, with soldiers assigned to reserve units after.⁠
⁠
Elan Carr, chief executive of the nonprofit Israeli-American Council, said he knows of Israeli-Americans who have received draft orders and of others who expect to get them soon and are returning to Israel on emergency flights. “I will tell you that not one—not one of them—regrets going,” Carr said.⁠
⁠
Read more at the link in our bio.⁠
⁠
📷: @rondachurchill for @wsjphotos",7721,1013,True,True,ins_3,0.7752254161012425
Reuters,Cydh52UMfn-,2023-10-16 13:29:26,GraphImage,"Ultra-Orthodox Jewish people board a ship for U.S. nationals and their immediate family members, as they leave Israel and head to Cyprus amid the ongoing war between Israel and Palestinian Islamist group Hamas, in Haifa, Israel, October 16, 2023. 🔗 Read the latest at our link in bio. 📷 Shir Torem  #Israel #conflict #reuters #reutersphotos",13631,1017,True,True,ins_3,0.5852705240956311
